assists,birthCity,birthCountryCode,birthDate,birthStateProvinceCode,currentTeamAbbrev,currentTeamName,draftOverall,draftRound,draftYear,firstSeasonForGameType,gamesPlayed,goals,height,isInHallOfFameYn,lastName,nationalityCode,playerId,points,positionCode,shootsCatches,skaterFullName,weight
20,Big River,CAN,1940-11-28,SK,,,,,,19621963,62,3,74.0,N,Neilson,CAN,8447996,23,D,L,Jim Neilson,205.0
25,Jansen,CAN,1932-11-27,SK,,,,,,19591960,72,20,70.0,N,Schinkel,CAN,8448923,45,R,R,Ken Schinkel,172.0
1,Kirkland Lake,CAN,1948-10-04,ON,,,19.0,4.0,1966.0,19681969,2,0,70.0,N,Webster,CAN,8452360,1,R,R,Tom Webster,170.0
19,Newton Robinson,CAN,1936-03-31,ON,,,,,,19561957,74,18,71.0,Y,Pulford,CAN,8448227,37,L,L,Bob Pulford,188.0
21,Chapleau,CAN,1943-12-19,ON,,,,,,19631964,76,8,71.0,N,Schock,CAN,8448937,29,C,L,Ron Schock,180.0
22,St-Odilon,CAN,1941-11-23,QC,,,,,,19671968,56,22,69.0,N,Nolet,CAN,8448031,44,R,R,Simon Nolet,185.0
31,Flin Flon,CAN,1949-08-13,MB,,,17.0,2.0,1969.0,19691970,76,15,70.0,Y,Clarke,CAN,8446098,46,C,L,Bobby Clarke,185.0
20,Montréal,CAN,1945-09-25,QC,,,,,,19661967,76,24,73.0,N,Vadnais,CAN,8452140,44,D,L,Carol Vadnais,185.0
0,Toronto,CAN,1949-04-01,ON,,,3.0,1.0,1966.0,19691970,6,0,69.0,N,Caffery,CAN,8445304,0,C,R,Terry Caffery,165.0
4,Sollested,DNK,1943-02-28,,,,,,,19651966,32,0,70.0,N,Popiel,DNK,8448178,4,D,L,Poul Popiel,175.0
1,Toronto,CAN,1949-05-15,ON,,,,,,19691970,2,0,71.0,N,Acomb,CAN,8444859,1,C,L,Doug Acomb,165.0
0,Moose Jaw,CAN,1949-07-13,SK,,,31.0,3.0,1969.0,19691970,1,0,73.0,N,McIntyre,CAN,8447787,0,D,L,Larry McIntyre,190.0
5,Belleville,CAN,1941-04-27,ON,,,,,,19611962,52,5,70.0,N,Dillabough,CAN,8445906,10,C,L,Bob Dillabough,180.0
23,Cap-de-la-Madeleine,CAN,1939-05-04,QC,,,,,,19601961,76,9,72.0,N,Rochefort,CAN,8448427,32,R,R,Leon Rochefort,185.0
41,High River,CAN,1937-12-12,AB,,,,,,19581959,72,29,69.0,N,McKenzie,CAN,8449494,70,R,R,John McKenzie,175.0
8,Moose Jaw,CAN,1946-02-18,SK,,,,,,19681969,26,0,70.0,N,Wiste,CAN,8449594,8,C,L,Jim Wiste,185.0
25,Sudbury,CAN,1939-09-10,ON,,,,,,19631964,66,28,72.0,N,Pappin,CAN,8448085,53,R,R,Jim Pappin,190.0
6,Dryden,CAN,1941-12-24,ON,,,,,,19631964,71,3,68.0,N,Muloin,CAN,8447906,9,D,L,Wayne Muloin,175.0
1,Matane,CAN,1943-04-08,QC,,,,,,19671968,3,0,74.0,N,Lemieux,CAN,8447381,1,D,R,Jacques Lemieux,190.0
22,Belleville,CAN,1940-09-19,ON,,,,,,19611962,72,14,73.0,N,Westfall,CAN,8449384,36,R,R,Ed Westfall,197.0
16,Toronto,CAN,1939-08-26,ON,,,,,,19671968,61,4,74.0,N,White,CAN,8449389,20,D,R,Bill White,195.0
3,Lindsay,CAN,1942-03-20,ON,,,,,,19671968,27,1,71.0,N,Speer,CAN,8449131,4,D,L,Bill Speer,205.0
6,Naliboki,POL,1940-09-29,,,,,,,19631964,50,0,73.0,N,Miszuk,POL,8447873,6,D,L,John Miszuk,192.0
14,Parry Sound,CAN,1943-12-04,ON,,,,,,19671968,72,28,71.0,N,Sabourin,CAN,8448613,42,R,R,Gary Sabourin,180.0
42,Lac St. Jean,CAN,1940-10-03,QC,,,,,,19601961,75,32,73.0,Y,Ratelle,CAN,8450646,74,C,L,Jean Ratelle,175.0
3,Quebec City,CAN,1941-08-30,QC,,,,,,19631964,14,1,71.0,N,McMahon Jr.,CAN,8447807,4,D,L,Mike McMahon Jr.,180.0
12,Prescott,CAN,1931-08-02,ON,,,,,,19511952,69,3,68.0,Y,Boivin,CAN,8445111,15,D,L,Leo Boivin,183.0
35,Point Anne,CAN,1944-11-19,ON,,,,,,19641965,76,17,71.0,N,Hull,CAN,8446967,52,L,L,Dennis Hull,198.0
7,Winnipeg,CAN,1943-04-17,MB,,,,,,19681969,28,5,71.0,N,Hextall,CAN,8447774,12,C,L,Dennis Hextall,175.0
7,Bowmanville,CAN,1943-06-17,ON,,,,,,19671968,52,1,72.0,N,Hughes,CAN,8446959,8,D,L,Brent Hughes,205.0
2,Regina,CAN,1944-02-20,SK,,,,,,19671968,9,0,72.0,N,Orban,CAN,8448063,2,C,L,Bill Orban,185.0
21,Shawinigan Falls,CAN,1945-12-18,QC,,,,,,19681969,72,20,70.0,N,Pronovost,CAN,8450566,41,R,R,Jean Pronovost,165.0
4,Kingston,CAN,1937-03-28,ON,,,,,,19561957,68,3,72.0,N,Cherry,CAN,8445366,7,D,L,Dick Cherry,195.0
7,Rouyn,CAN,1938-02-01,QC,,,,,,19681969,60,4,71.0,N,Blackburn,CAN,8445083,11,D,L,Bob Blackburn,198.0
26,Kirkland Lake,CAN,1941-03-26,ON,,,,,,19671968,75,6,71.0,N,Plager,CAN,8448155,32,D,L,Barclay Plager,175.0
35,Togo,CAN,1936-12-11,SK,,,,,,19591960,76,17,68.0,N,Hampson,CAN,8447496,52,C,L,Ted Hampson,173.0
4,Kenogami,CAN,1945-12-05,QC,,,,,,19691970,23,5,72.0,N,Hardy,CAN,8446697,9,C,L,Joe Hardy,185.0
30,Noranda,CAN,1940-03-22,QC,,,,,,19601961,72,32,69.0,Y,Keon,CAN,8448468,62,C,L,Dave Keon,165.0
0,Lachine,CAN,1948-02-24,QC,,,,,,19681969,2,0,70.0,N,Lacombe,CAN,8448600,0,D,L,Francois Lacombe,185.0
3,Sudbury,CAN,1932-11-01,ON,,,,,,19531954,68,0,72.0,N,Arbour,CAN,8444955,3,D,L,Al Arbour,180.0
0,Cranbrook,CAN,1949-10-19,BC,,,4.0,1.0,1969.0,19691970,1,0,75.0,N,Spring,CAN,8449139,0,R,R,Frank Spring,216.0
12,Cowan,CAN,1937-09-27,MB,,,,,,19651966,72,11,68.0,N,Boyer,CAN,8445151,23,C,L,Wally Boyer,165.0
29,Birmingham,GBR,1944-06-25,,,,,,,19641965,72,25,74.0,N,Hodge,GBR,8447892,54,R,R,Ken Hodge,214.0
8,Fort William,CAN,1933-12-25,ON,,,,,,19541955,70,4,74.0,N,Cahan,CAN,8445305,12,D,R,Larry Cahan,222.0
13,Kingston,CAN,1945-03-27,ON,,,,,,19641965,74,10,70.0,N,Selby,CAN,8448966,23,L,L,Brit Selby,175.0
25,Detroit,USA,1942-10-28,MI,,,,,,19651966,76,6,74.0,N,Roberts,USA,8448354,31,R,R,Doug Roberts,212.0
1,Saint-Gabriel-de-Brandon,CAN,1946-01-22,QC,,,,,,19681969,18,1,72.0,N,Sarrazin,CAN,8448786,2,R,R,Dick Sarrazin,185.0
5,Kirkland Lake,CAN,1938-11-13,ON,,,,,,19611962,68,3,73.0,N,Hillman,CAN,8446865,8,D,R,Wayne Hillman,205.0
18,Regina,CAN,1940-01-27,SK,,,,,,19621963,75,4,73.0,N,Harper,CAN,8447568,22,D,R,Terry Harper,200.0
2,Granby,CAN,1949-06-12,QC,,,2.0,1.0,1969.0,19691970,18,3,72.0,N,Tardif,CAN,8451856,5,L,L,Marc Tardif,178.0
36,Drummondville,CAN,1943-11-22,QC,,,,,,19631964,72,27,67.0,Y,Cournoyer,CAN,8446200,63,R,L,Yvan Cournoyer,178.0
24,Cochrane,CAN,1930-01-12,ON,,,,,,19491950,74,4,70.0,Y,Horton,CAN,8446917,28,D,R,Tim Horton,180.0
15,Montréal,CAN,1932-03-23,QC,,,,,,19511952,57,9,70.0,N,Marshall,CAN,8447620,24,L,L,Donnie Marshall,160.0
0,Kinistino,CAN,1947-05-10,SK,,,,,,19691970,3,0,68.0,N,Nelson,CAN,8447997,0,D,L,Gordie Nelson,180.0
2,Toronto,CAN,1949-07-27,ON,,,15.0,2.0,1969.0,19691970,8,1,70.0,N,Kessell,CAN,8447168,3,C,L,Rick Kessell,175.0
4,Drummondville,CAN,1941-03-11,QC,,,,,,19671968,57,1,68.0,N,Fortin,CAN,8446414,5,D,L,Ray Fortin,180.0
19,Canora,CAN,1946-10-01,SK,,,,,,19691970,73,18,73.0,N,Koroll,CAN,8448526,37,R,R,Cliff Koroll,195.0
19,Lindsay,CAN,1945-01-08,ON,,,,,,19631964,76,35,69.0,N,Ellis,CAN,8446668,54,R,R,Ron Ellis,195.0
0,Thorold,CAN,1947-07-22,ON,,,,,,19681969,5,0,69.0,N,Speck,CAN,8449130,0,C,L,Fred Speck,160.0
1,Lac-à-la-Tortue,CAN,1930-06-15,QC,,,,,,19501951,7,0,72.0,Y,Pronovost,CAN,8448214,1,D,L,Marcel Pronovost,190.0
23,Edmonton,CAN,1941-04-26,AB,,,,,,19601961,73,15,70.0,N,MacGregor,CAN,8447540,38,C,R,Bruce MacGregor,180.0
23,North Bay,CAN,1940-10-01,ON,,,,,,19611962,56,10,71.0,N,Keenan,CAN,8447145,33,L,L,Larry Keenan,175.0
33,Hamilton,CAN,1937-11-14,ON,,,,,,19571958,76,14,70.0,N,Oliver,CAN,8448056,47,C,L,Murray Oliver,170.0
24,Edmonton,CAN,1947-12-07,AB,,,,,,19671968,76,42,71.0,N,Unger,CAN,8452086,66,C,L,Garry Unger,170.0
35,Toronto,CAN,1944-05-04,ON,,,,,,19641965,73,23,70.0,N,Stanfield,CAN,8449149,58,L,L,Fred Stanfield,185.0
2,Quebec City,CAN,1933-01-31,QC,,,,,,19531954,4,1,69.0,N,Henry,CAN,8446784,3,C,L,Camille Henry,152.0
1,Cornwall,CAN,1944-09-12,ON,,,,,,19691970,18,0,71.0,N,Ward,CAN,8449357,1,C,R,Ron Ward,175.0
15,Montréal,CAN,1931-10-11,QC,,,,,,19511952,59,5,70.0,N,Morrison,CAN,8447895,20,D,L,Jim Morrison,183.0
10,Kitchener,CAN,1943-07-18,ON,,,,,,19631964,73,3,72.0,N,Awrey,CAN,8444988,13,D,L,Don Awrey,175.0
5,Birch Hills,CAN,1941-06-06,SK,,,,,,19671968,28,0,71.0,N,Johnston,CAN,8447107,5,D,R,Marshall Johnston,175.0
0,Aurora,CAN,1942-12-10,ON,,,,,,19681969,5,3,70.0,N,Dennis,CAN,8445875,3,C,L,Norm Dennis,175.0
0,Toronto,CAN,1947-04-21,ON,,,,,,19661967,2,0,74.0,N,Beverley,CAN,8445456,0,D,R,Nick Beverley,185.0
8,Toronto,CAN,1947-10-30,ON,,,,,,19671968,45,9,71.0,N,Lawson,CAN,8448730,17,R,R,Danny Lawson,180.0
24,Toronto,CAN,1945-06-15,ON,,,,,,19681969,75,10,73.0,N,O'Shea,CAN,8448068,34,C,L,Danny O'Shea,190.0
9,Kirkland Lake,CAN,1936-02-18,ON,,,,,,19541955,49,6,69.0,Y,Duff,CAN,8445957,15,L,L,Dick Duff,166.0
18,Montréal,CAN,1936-04-21,QC,,,,,,19591960,65,9,68.0,N,Fleming,CAN,8446324,27,D,L,Reg Fleming,170.0
24,Sault Ste. Marie,CAN,1939-08-17,ON,,,,,,19611962,75,10,70.0,N,Maki,CAN,8447591,34,R,R,Chico Maki,170.0
47,Sokolce,SVK,1940-05-20,,,,,,,19581959,76,39,69.0,Y,Mikita,SVK,8449602,86,C,R,Stan Mikita,169.0
47,Fort William,CAN,1931-12-04,ON,,,,,,19501951,73,21,72.0,Y,Delvecchio,CAN,8445865,68,C,L,Alex Delvecchio,195.0
5,Hamilton,CAN,1943-01-29,ON,,,,,,19681969,59,0,75.0,N,Quinn,CAN,8448240,5,D,L,Pat Quinn,205.0
5,Flin Flon,CAN,1946-08-20,MB,,,,,,19651966,59,0,73.0,N,Hamilton,CAN,8447488,5,D,R,Al Hamilton,195.0
11,Kingston,CAN,1947-08-17,ON,,,23.0,4.0,1964.0,19681969,46,6,73.0,N,Dorey,CAN,8446444,17,D,L,Jim Dorey,190.0
19,Nelson,CAN,1944-02-21,BC,,,,,,19671968,76,16,74.0,N,Laughton,CAN,8447338,35,C,L,Mike Laughton,185.0
50,Emsdetten,DEU,1947-09-29,,,,,,,19671968,76,27,72.0,N,Tkaczuk,CAN,8451916,77,C,L,Walt Tkaczuk,185.0
28,LaSalle,CAN,1945-09-07,QC,,,,,,19671968,69,32,70.0,Y,Lemaire,CAN,8448756,60,C,L,Jacques Lemaire,176.0
4,Ottawa,CAN,1946-01-11,ON,,,,,,19671968,36,6,70.0,N,Corrigan,CAN,8445614,10,L,L,Mike Corrigan,175.0
13,Orillia,CAN,1948-11-02,ON,,,16.0,3.0,1966.0,19681969,48,2,68.0,N,Ley,CAN,8448838,15,D,L,Rick Ley,189.0
26,Toronto,CAN,1948-07-06,ON,,,2.0,1.0,1966.0,19681969,60,11,72.0,Y,Park,CAN,8450206,37,D,L,Brad Park,200.0
18,Timmins,CAN,1940-04-30,ON,,,,,,19591960,75,3,76.0,N,Rolfe,CAN,8448437,21,D,L,Dale Rolfe,210.0
87,Parry Sound,CAN,1948-03-20,ON,,,,,,19661967,76,33,72.0,Y,Orr,CAN,8450070,120,D,L,Bobby Orr,198.0
8,Aldershot,GBR,1944-04-06,,,,,,,19681969,34,6,71.0,N,Perry,GBR,8448133,14,C,L,Brian Perry,180.0
17,Sundridge,CAN,1934-12-02,ON,,,,,,19531954,73,15,70.0,N,McCreary Sr.,CAN,8447717,32,L,L,Bill McCreary Sr.,172.0
0,Peterborough,CAN,1947-09-29,ON,,,,,,19691970,1,0,72.0,N,Curtis,CAN,8445834,0,D,L,Paul Curtis,185.0
1,Toronto,CAN,1949-07-31,ON,,,7.0,1.0,1969.0,19691970,9,0,71.0,N,Featherstone,CAN,8446196,1,R,R,Tony Featherstone,187.0
24,Saskatoon,CAN,1947-04-27,SK,,,,,,19691970,76,0,72.0,N,Magnuson,CAN,8449032,24,D,R,Keith Magnuson,185.0
9,Summerland,CAN,1941-10-09,BC,,,,,,19681969,53,1,73.0,N,Hale,CAN,8446663,10,D,L,Larry Hale,180.0
5,Ottawa,CAN,1943-04-02,ON,,,,,,19671968,52,6,71.0,N,Clancy,CAN,8445473,11,R,L,Terry Clancy,195.0
11,Bonnyville,CAN,1947-07-09,AB,,,,,,19681969,54,10,71.0,N,Harrison,CAN,8447664,21,C,R,Jim Harrison,185.0
8,Sundridge,CAN,1940-06-19,ON,,,,,,19641965,60,18,70.0,N,McCreary,CAN,8447718,26,R,L,Keith McCreary,180.0
23,St. Boniface,CAN,1949-10-22,MB,,,51.0,5.0,1969.0,19691970,59,13,69.0,N,Goring,CAN,8447296,36,C,L,Butch Goring,170.0
1,Earlton,CAN,1945-08-12,ON,,,,,,19671968,10,1,71.0,N,Paiement,CAN,8448079,2,C,R,Rosaire Paiement,170.0
34,Kirkland Lake,CAN,1945-01-03,ON,,,,,,19651966,58,21,70.0,N,Walton,CAN,8449337,55,C,L,Mike Walton,175.0
2,Beirut,LBN,1947-12-07,,,,,,,19681969,5,0,70.0,N,Hatoum,LBN,8446747,2,R,R,Ed Hatoum,180.0
28,Ottawa,CAN,1941-09-20,ON,,,,,,19651966,74,17,71.0,N,Cullen,CAN,8445827,45,C,R,Ray Cullen,180.0
27,Kirkland Lake,CAN,1947-12-27,ON,,,,,,19671968,75,27,71.0,N,Redmond,CAN,8450736,54,R,R,Mickey Redmond,185.0
36,Montréal,CAN,1936-02-29,QC,,,,,,19551956,62,16,67.0,Y,Richard,CAN,8448320,52,C,R,Henri Richard,160.0
32,Shawinigan Falls,CAN,1949-10-21,QC,,,26.0,3.0,1969.0,19691970,76,12,70.0,N,Briere,CAN,8445163,44,C,L,Michel Briere,165.0
30,Winnipeg,CAN,1942-11-07,MB,,,,,,19641965,72,18,69.0,N,Johnson,CAN,8447099,48,C,L,Jim Johnson,190.0
0,Montréal,CAN,1944-11-15,QC,,,,,,19661967,2,0,75.0,N,Buchanan,CAN,8445239,0,C,L,Ron Buchanan,170.0
5,Sudbury,CAN,1944-03-27,ON,,,,,,19671968,46,5,72.0,N,Campbell,CAN,8445316,10,C,L,Bryan Campbell,173.0
2,Sudbury,CAN,1946-06-20,ON,,,,,,19681969,13,0,72.0,N,Croteau,CAN,8446253,2,R,L,Gary Croteau,205.0
17,Toronto,CAN,1940-04-09,ON,,,,,,19631964,76,13,70.0,N,Roberts,CAN,8448356,30,R,R,Jimmy Roberts,185.0
16,Waterloo,CAN,1947-05-01,ON,,,,,,19681969,68,7,72.0,N,Lorentz,CAN,8447513,23,C,L,Jim Lorentz,190.0
7,New York City,USA,1943-03-08,NY,,,,,,19671968,65,5,74.0,N,Pratt,USA,8448190,12,D,L,Tracy Pratt,195.0
0,Midland,CAN,1948-02-12,ON,,,,,,19691970,4,0,71.0,N,Robitaille,CAN,8448373,0,D,R,Mike Robitaille,195.0
3,Toronto,CAN,1947-09-29,ON,,,17.0,3.0,1964.0,19671968,36,1,73.0,N,Pelyk,CAN,8448130,4,D,L,Mike Pelyk,190.0
6,Parry Sound,CAN,1943-05-28,ON,,,,,,19651966,26,5,70.0,N,Crisp,CAN,8445816,11,C,L,Terry Crisp,180.0
0,Malartic,CAN,1943-06-28,QC,,,,,,19631964,4,0,74.0,N,Watson,CAN,8449370,0,D,L,Jim Watson,186.0
18,Flin Flon,CAN,1933-10-31,MB,,,,,,19511952,67,16,74.0,N,Nesterenko,CAN,8447998,34,R,R,Eric Nesterenko,197.0
17,Hamiota,CAN,1941-10-10,MB,,,,,,19591960,75,7,71.0,N,Smith,CAN,8449069,24,D,L,Dallas Smith,180.0
0,Mont-Louis,CAN,1948-10-28,QC,,,17.0,3.0,1966.0,19681969,3,0,70.0,N,Drouin,CAN,8446482,0,C,R,Jude Drouin,160.0
15,Cap-de-la-Madeleine,CAN,1932-07-11,QC,,,,,,19541955,75,2,71.0,N,Talbot,CAN,8449214,17,D,L,Jean-Guy Talbot,170.0
26,Toronto,CAN,1938-01-16,ON,,,,,,19641965,70,12,69.0,N,Angotti,CAN,8444952,38,C,R,Lou Angotti,170.0
24,Kirkland Lake,CAN,1937-09-18,ON,,,,,,19561957,72,19,70.0,N,Backstrom,CAN,8444996,43,C,L,Ralph Backstrom,165.0
42,Provost,CAN,1935-12-26,AB,,,,,,19551956,74,18,70.0,Y,Ullman,CAN,8449274,60,C,L,Norm Ullman,175.0
32,Timmins,CAN,1938-01-10,ON,,,,,,19561957,74,38,72.0,Y,Mahovlich,CAN,8449044,70,L,L,Frank Mahovlich,205.0
17,Regina,CAN,1934-11-10,SK,,,,,,19671968,51,15,70.0,N,Sutherland,CAN,8449207,32,C,L,Bill Sutherland,160.0
4,Montréal,CAN,1938-12-25,QC,,,,,,19641965,39,1,73.0,N,Picard,CAN,8448147,5,D,R,Noel Picard,185.0
3,Malartic,CAN,1946-11-03,QC,,,,,,19691970,23,2,70.0,N,Grenier,CAN,8446645,5,R,L,Lucien Grenier,163.0
0,Moose Jaw,CAN,1946-11-01,SK,,,,,,19681969,3,0,68.0,N,Lesuk,CAN,8448804,0,R,L,Bill Lesuk,180.0
10,Calgary,CAN,1932-07-11,AB,,,,,,19521953,76,14,73.0,N,Stewart,CAN,8449192,24,R,R,Ron Stewart,197.0
26,Kingston,CAN,1945-06-24,ON,,,,,,19641965,70,9,73.0,N,Cashman,CAN,8446002,35,L,R,Wayne Cashman,208.0
0,Charlottetown,CAN,1949-07-16,PE,,,,,,19691970,1,0,70.0,N,Whitlock,CAN,8449396,0,C,R,Bob Whitlock,175.0
20,Stratford,CAN,1945-12-09,ON,,,,,,19671968,76,20,73.0,N,Libett,CAN,8448846,40,L,,Nick Libett,195.0
29,Kitchener,CAN,1943-02-02,ON,,,,,,19631964,65,26,73.0,N,Dornhoefer,CAN,8445943,55,R,R,Gary Dornhoefer,190.0
10,Smooth Rock Falls,CAN,1938-05-01,ON,,,,,,19671968,65,4,70.0,N,Mattiussi,CAN,8447639,14,D,L,Dick Mattiussi,185.0
37,Montréal,CAN,1941-07-01,QC,,,,,,19601961,72,16,69.0,Y,Gilbert,CAN,8447172,53,R,R,Rod Gilbert,180.0
34,Montréal,CAN,1940-07-26,QC,,,,,,19601961,72,24,70.0,N,Rousseau,CAN,8448464,58,R,R,Bobby Rousseau,178.0
29,Waterloo,CAN,1944-08-24,ON,,,,,,19641965,75,36,72.0,N,Goldsworthy,CAN,8446605,65,R,R,Bill Goldsworthy,190.0
9,Sydney,CAN,1945-10-16,NS,,,,,,19681969,72,11,69.0,N,Ferguson,CAN,8446814,20,R,R,Norm Ferguson,165.0
4,Lacombe,CAN,1943-10-21,AB,,,,,,19641965,21,4,71.0,N,Mickey,CAN,8447853,8,R,R,Larry Mickey,175.0
0,Kirkland Lake,CAN,1938-05-14,ON,,,,,,19621963,3,0,72.0,N,Blackburn,CAN,8445084,0,L,L,Don Blackburn,190.0
2,London,CAN,1948-10-02,ON,,,14.0,3.0,1966.0,19691970,12,1,74.0,N,Luce,CAN,8448892,3,C,L,Don Luce,185.0
18,Vermilion,CAN,1943-07-21,AB,,,,,,19671968,69,14,73.0,N,Flett,CAN,8446866,32,R,R,Bill Flett,205.0
20,Sault Ste. Marie,CAN,1941-06-02,ON,,,,,,19671968,74,3,73.0,N,Nanne,USA,8447974,23,D,R,Lou Nanne,185.0
21,Kitchener,CAN,1944-11-14,ON,,,,,,19621963,76,5,72.0,N,Seiling,CAN,8448963,26,D,L,Rod Seiling,195.0
3,Edmonton,CAN,1933-04-03,AB,,,,,,19531954,70,10,68.0,N,Dea,CAN,8445855,13,L,L,Billy Dea,175.0
17,Hamilton,CAN,1935-06-17,ON,,,,,,19691970,70,16,70.0,N,Barlow,CAN,8445021,33,L,L,Bob Barlow,165.0
5,Montréal,CAN,1938-03-21,QC,,,,,,19611962,28,2,72.0,N,Gray,CAN,8446642,7,R,R,Terry Gray,175.0
0,Duparquet,CAN,1935-12-11,QC,,,,,,19561957,3,0,74.0,N,Vasko,CAN,8449303,0,D,L,Moose Vasko,200.0
19,South Porcupine,CAN,1938-03-18,ON,,,,,,19571958,68,18,72.0,N,Nevin,CAN,8448001,37,R,R,Bob Nevin,185.0
18,Lanigan,CAN,1936-09-09,SK,,,,,,19561957,71,1,69.0,N,Baun,CAN,8445036,19,D,R,Bob Baun,175.0
24,Lethbridge,CAN,1934-10-25,AB,,,,,,19581959,54,21,71.0,N,Ingarfield,CAN,8447016,45,C,L,Earl Ingarfield,185.0
28,Fredericton,CAN,1946-02-21,NB,,,,,,19651966,76,29,70.0,N,Grant,CAN,8447352,57,L,L,Danny Grant,188.0
0,Cleveland,USA,1949-02-27,OH,,,,,,19691970,3,0,72.0,N,DeMarco Jr.,USA,8445867,0,D,R,Ab DeMarco Jr.,170.0
22,Edmonton,CAN,1940-05-08,AB,,,,,,19621963,59,18,72.0,N,Joyal,CAN,8447117,40,C,L,Eddie Joyal,178.0
2,Toronto,CAN,1943-04-02,ON,,,,,,19691970,16,0,75.0,N,Polanic,CAN,8448173,2,D,L,Tom Polanic,205.0
0,Flin Flon,CAN,1948-01-01,MB,,,,,,19681969,3,0,69.0,N,Hart,CAN,8447666,0,D,L,Gerry Hart,190.0
29,Point Anne,CAN,1939-01-03,ON,,,,,,19571958,61,38,70.0,Y,Hull,CAN,8448108,67,L,L,Bobby Hull,195.0
10,Gainsborough,CAN,1948-02-11,SK,,,8.0,1.0,1968.0,19691970,66,9,72.0,N,Morrison,CAN,8447897,19,R,R,Lew Morrison,185.0
0,Pierceland,CAN,1947-04-28,SK,,,,,,19681969,4,0,69.0,N,Erickson,CAN,8446172,0,L,L,Grant Erickson,165.0
10,Timmins,CAN,1942-04-28,ON,,,,,,19631964,57,4,68.0,N,Menard,CAN,8447845,14,C,R,Howie Menard,160.0
31,Rouyn,CAN,1941-11-22,QC,,,,,,19621963,73,6,74.0,Y,Laperriere,CAN,8447325,37,D,L,Jacques Laperriere,180.0
1,Sault Ste. Marie,CAN,1944-11-10,ON,,,,,,19671968,16,2,72.0,N,Maki,CAN,8447592,3,L,L,Wayne Maki,185.0
15,Skead,CAN,1930-07-06,ON,,,,,,19491950,49,13,73.0,Y,Armstrong,CAN,8444971,28,R,R,George Armstrong,184.0
0,Toronto,CAN,1947-02-28,ON,,,,,,19661967,6,0,72.0,N,Wilkins,CAN,8449473,0,D,L,Barry Wilkins,190.0
8,Timmins,CAN,1946-10-10,ON,,,2.0,1.0,1963.0,19651966,35,9,77.0,N,Mahovlich,CAN,8449062,17,C,L,Peter Mahovlich,210.0
34,Oakville,CAN,1940-10-04,ON,,,,,,19611962,71,20,72.0,N,Hadfield,CAN,8446658,54,L,L,Vic Hadfield,190.0
9,Bancroft,CAN,1942-11-14,ON,,,,,,19631964,61,1,69.0,N,Watson,CAN,8449367,10,D,R,Bryan Watson,175.0
9,Oulu,FIN,1947-07-04,,,,,,,19691970,48,7,72.0,N,Widing,SWE,8449455,16,C,L,Juha Widing,180.0
19,Cudworth,CAN,1932-11-03,SK,,,,,,19571958,76,11,72.0,N,Ehman,CAN,8446142,30,R,R,Gerry Ehman,190.0
27,Capreol,CAN,1933-12-13,ON,,,,,,19531954,66,6,72.0,N,Mohns,CAN,8447880,33,L,L,Doug Mohns,185.0
0,Edmonton,CAN,1946-08-22,AB,,,,,,19681969,17,0,75.0,N,McKay,CAN,8449435,0,D,L,Ray McKay,182.0
3,London,CAN,1947-06-19,ON,,,6.0,1.0,1963.0,19671968,20,1,74.0,N,McKechnie,CAN,8449440,4,C,L,Walt McKechnie,195.0
1,Toronto,CAN,1948-01-22,ON,,,,,,19691970,1,0,72.0,N,Murray,CAN,8447968,1,D,R,Ken Murray,180.0
7,Barrie,CAN,1946-10-20,ON,,,1.0,1.0,1963.0,19671968,72,3,72.0,N,Monahan,CAN,8447883,10,L,L,Garry Monahan,199.0
21,Toronto,CAN,1947-09-24,ON,,,9.0,2.0,1964.0,19671968,65,16,70.0,N,Ecclestone,CAN,8445998,37,L,R,Tim Ecclestone,195.0
39,Regina,CAN,1939-12-08,SK,,,,,,19611962,67,33,72.0,N,Berenson,CAN,8445067,72,C,L,Red Berenson,185.0
13,Vancouver,CAN,1938-09-05,BC,,,,,,19631964,48,19,71.0,N,Ferguson,CAN,8446812,32,L,L,John Ferguson,190.0
36,Lauzon,CAN,1945-06-05,QC,,,,,,19671968,74,22,68.0,N,Lacroix,CAN,8448612,58,C,L,Andre Lacroix,175.0
0,Flin Flon,CAN,1940-03-29,MB,,,,,,19651966,14,0,73.0,N,McCallum,CAN,8447657,0,D,R,Dunc McCallum,193.0
17,Drohiczyn,POL,1943-08-16,,,,,,,19691970,74,5,72.0,N,Harbaruk,POL,8446696,22,R,R,Nick Harbaruk,195.0
5,Hamilton,CAN,1933-04-10,ON,,,,,,19521953,20,2,71.0,N,Murphy,CAN,8447921,7,L,L,Ron Murphy,185.0
7,Fort Erie,CAN,1946-06-24,ON,,,,,,19671968,66,1,73.0,N,Reid,CAN,8448311,8,D,L,Tom Reid,200.0
22,Humboldt,CAN,1947-02-07,SK,,,,,,19661967,76,20,,N,Lonsberry,CAN,8448882,42,L,L,Ross Lonsberry,
11,Lloydminster,CAN,1948-06-13,SK,,,13.0,3.0,1966.0,19681969,58,11,71.0,N,Bailey,CAN,8444997,22,L,L,Garnet Bailey,192.0
14,High River,CAN,1943-09-02,AB,,,,,,19661967,76,12,71.0,N,Sather,CAN,8448788,26,L,L,Glen Sather,180.0
